URL,label
"https://frugihb5rfvnjced0e9uhbfndxws.weebly.com/?user-agent=Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.75+Safari/537.36",1
https://metamskrextension.webflow.io/,1
"https://pub-a34de2eea58649bd8a1141729e751b73.r2.dev/graphs.html?cancilleria=&user-agent=Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.75+Safari/537.36",1
http://pub-a472af04e5b246a28ec9294a5644e425.r2.dev/hdknxed.html,1
http://pub-2128bf1c8b5740619b16a55bc3bd9a73.r2.dev/index.html,1
https://yskravi.zamalovka-olimpiada.pics/,1
https://8e308863-1a68-47c1-8085-7c5a995583e9-00-zcxkta6iyj0r.sisko.replit.dev/,1
https://tfc.psw.mybluehost.me/Pass/,1
https://daddy-token.pages.dev/,1
https://hgyuyoug7489789.weebly.com/,1
https://urlz.fr/r8Sp,1
http://pub-ab23cd9556fd48d5ab70db3c3b773fb3.r2.dev/index.html,1
http://uphholdllog-inusa.weebly.com/,1
https://volga-dnepr.cmmgeneralstore.com/wp-sign.php?client-request-id?organisation=volga-dnepr&client-request-id=YWNjb3VudHNAdm9sZ2EtZG5lcHIuY29t&62?document=oillgwsuxxcwjkx-62-&doc=92-62-oillgwsuxxcwjkx,1
https://yapidonusum.com/accoTxunts2APvoTxlw4Ga-4DCnQ3Ep4RAz01coTxm,1
https://bafybeibrt4dpaa6v6n6336u44xrbydtrvsnwjr45pa4pykfd2uc3vr7mge.ipfs.dweb.link/INV.html,1
http://bafybeibrt4dpaa6v6n6336u44xrbydtrvsnwjr45pa4pykfd2uc3vr7mge.ipfs.cf-ipfs.com/INV.html,1
https://info-appeal-fb.netlify.app/index.html,1
http://pub-83f34dc51f3647dfa8d7b2730955fd48.r2.dev/index.html,1
https://deneversande-f3536f.ingress-daribow.ewp.live/wp-content/plugins/dobropisnafarmu/pages/region.php?lca,1
https://secure-meramask-help.webflow.io/,1
http://pub-bfa996da206341bf95ad2ae06c6571cc.r2.dev/ewendex.html,1
http://www.kayan-decorate.com/wp-includes/sitemaps/providers/sbb/SBB-V3%202/SBB-V3/,1
http://pub-cfed504c29ce4abfb436fd9297bceb4e.r2.dev/index.html,1
https://kayan-decorate.com/wp-includes/sitemaps/providers/sbb/SBB-V3%202/SBB-V3/6687d85ca0f45/Users/login.php,1
https://ultrananoshield.com/wp-includes/ID3/redi.html/redi.html,1
https://httpsmy-juno-com-start-login-do.webflow.io/,1
http://pub-5d9f0485d2384c96ab79d5b8f742f6ec.r2.dev/index.html,1
http://95425.pages.dev/Login%20Screen%20(6_19_2024%207_42_15%20AM),1
https://office-document.weebly.com/,1
https://servicemailbox.godaddysites.com/,1
http://pub-593647807d464eed9f2b12a04df2ff7a.r2.dev/home.html,1
https://homepage-metsamask.webflow.io/,1
https://secure-ledger-secure.webflow.io/,1
https://steancommunlity.com/summer/vsjik5/50,1
https://sc.link/LN0Df,1
https://kredit-instan-solution.oficiiall.biz.id/,1
"https://pub-efcfd70ea9cf424dac54413cf1536745.r2.dev/index.html?user-agent=Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/86.0.4240.75+Safari/537.36",1
https://qurcerdakil-f20c9e.ingress-daribow.ewp.live/wp-content/plugins/voresprioritet,1
https://uik.jwp.mybluehost.me/fr/,1
https://urlra.com/BpCdB,1
http://declaration-oss.github.io/zita,1
https://shifanasiddieeq.github.io/netflixindia-clone,1
http://secureportdl3.buzz/,1
https://boost-step001293942.pages.dev/help/contact/783745108723608,1
https://gametrash.lol/,1
http://tagteamstudio.ca/help/contact/297936274834792,1
https://documentsuploadprojects.pages.dev/documentsuploadprojects.pages.dev:443,1
http://pub-6d9034b3c9134f61a7cc7abb5f7dae8d.r2.dev/sia-owa9847674890.html,1
http://pub-6cf36be6827e429996ce1e9cf3cfa97b.r2.dev/index.html,1
http://pub-d9821c1681e3423f8b5f75a71d487331.r2.dev/index.html,1
http://pub-b8aece6410254e0eafbd860997dcc12f.r2.dev/index.html,1
https://tokenpnckot.com/,1
https://pub-4360c76c26e24a1c8f87aa61baee71ed.r2.dev/newr.html?ts=1,1
https://pub-987bb3a06ae74d2bb3918f53044d52f7.r2.dev/ponk.html?gib-life,1
https://uapholdlogni-1.gitbook.io/us,1
https://hkdiscord.antsoon.com/,1
http://pub-b0a15b2b0e5843158192848f3033a925.r2.dev/index.html,1
http://rvibharti.github.io/,1
http://pub-0b15b4b9a3344da48bd30e77b2efdfeb.r2.dev/89.html,1
https://fat-beach-huge.on-fleek.app/MetaMask0.html,1
https://cn.im-tekon.net/,1
http://ipfs.io/ipfs/QmSBZJ1jCZLxoWHdNUfdPTiKJNr1K9V1zEPUp4aMznyf7d?filename=invoice-product.html,1
https://zdwww.github.io/wise,1
http://effervescent-zabaione-7atr00.netlify.app/,1
http://samga3277.top/,1
http://pub-6175dfb6882f4db4a1f397bec7eb8a6b.r2.dev/index.html,1
https://hyundai.onossojardim.pt/wp-sign.php?client-request-id?organisation=hyundai&client-request-id=aHdhbmdtaWppbkBoeXVuZGFpLmNvbQ==&100?document=iwqgdkoomukynje-100-&doc=65-91-iwqgdkoomukynje,1
https://yapidonusum.com/hwanw4GmI1AjI1An2APhyun4DCaI1Az01coTxm,1
http://tagteamstudio.ca/help/contact/346207784711568,1
https://harsh3311.github.io/Netflix-Landing-Page-Clone,1
http://www-sok.com.tr/,1
https://teiegram-hk.xyz/,1
https://effervescent-zabaione-7atr00.netlify.app/dev.html,1
http://www.sparkasse-oberhessen.info/arbeitgeber/index.php,1
https://sky-106032.weeblysite.com/,1
https://dulichhanquoc.top/wp-content/themes/build/app/addcc.php/,1
https://dulichhanquoc.top/wp-content/themes/build/app/addbilling.php/,1
https://storage.testnet.cere.network/170353/baebb4igap5s3y7kpw5xabhp6zfa2x2cciorng5ylrtz3f6oi2qsdqlprg4,1
https://mail-102538.weeblysite.com/,1
https://post1009312.business-manange.com/,1
https://worker-divine-queen-2dea.cohygame.workers.dev/,1
http://bnb-id8102.com/,1
http://pub-9226289884a548239e1df8557017505d.r2.dev/index.html,1
http://pub-defbd97482cd44acad64252caab8eab4.r2.dev/signdrve.html,1
https://creditoconso-ef4e5b.ingress-daribow.ewp.live/wp-content/plugins/pertanian/pages/region.php,1
http://pub-23a37de4127d400d848e88dff34ddda7.r2.dev/index.html,1
https://home-102691.weeblysite.com/,1
https://rapierbit.org/,1
http://meotomarsskxtension.webflow.io/,1
http://acir.postofficeweb.com/grupoacir/11118276-MqcOKbyBNHxKGw,1
http://pub-25e426f27cab4204a5596e71ab40cc87.r2.dev/beaa04.html,1
https://waypl.pl/,1
http://uno.crocorn.top/,1
http://www.usps-discreetdelivery.com/,1
http://pub-5712cface28040c48f34ee3d3ee532c6.r2.dev/index.html,1
http://spotifyclonebyrk.freewebhostmost.com/,1
http://pub-87cf4da287f74076bbd1cd51dab87926.r2.dev/index.html,1
https://pancakeswap-8at.pages.dev/,1
http://dev-20s6gs.pantheonsite.io/,1
https://shopee-shop.shop/,1
https://trezoris-io-start.webflow.io/,1
http://pub-3f84de9aa4f04824a3cf79d4adea59cb.r2.dev/index.html,1
https://farklinghttps-f1d3b6.ingress-daribow.ewp.live/wp-content/plugins/wp-file-manager/pinepart/pages/region.php,1
https://urlz.fr/r2B5,1
http://pub-6b001b7ff7c346899ce4b62cc1244ef1.r2.dev/monitor.html,1
http://bt.line.pm/renew-plan/,1
https://www.ins188.top/,1
http://pub-e4333b0bb67746bb9b9dfa88c6ca2179.r2.dev/qwindex.html,1
https://gateway.moralisipfs.com/ipfs/QmTEDp5p7YiVWxz5uTKFy7GgT4dyHYeignfG93hhZgZa6m/?dct=cihpowtkljphv&epi=3mail@b.c,1
https://openai-proxy-info.lfypku.workers.dev/login/device-based/regular/login/?login_attempt=1&amp;amp;amp;amp;amp;amp;;lwv=100&amp;amp;amp;amp;amp;amp;;_fb_noscript=1&amp;amp;amp;amp;amp;amp;_fb_noscript=1&amp;amp;amp;amp;amp;_fb_nos,1
https://codecraft7.github.io/Netflix-clone,1
https://muaaweyahkp.github.io/Netflix-Clone,1
http://pub-c3b196e593094fe49e3a1fdfab8553b0.r2.dev/qwertyuiopBowa.html,1
https://hosturdesandours-f3536f.ingress-haven.ewp.live/wp-content/plugins/voresprioritet/pages/region.php,1
http://pub-1eaf8d9fdf504256ad21005c83cb81f5.r2.dev/0.html,1
http://pub-e4d6d22fe1174b81a4ca91746362819f.r2.dev/link.html,1
https://juno-message-center-105698.weeblysite.com/,1
https://att-108490.weeblysite.com/,1
http://pub-85806531be9942d384f5836309e452a2.r2.dev/index.html,1
http://pub-820ca6f475814cd1979394f3a041e1fc.r2.dev/qwertyuiopBowa.html,1
http://pub-997733a6993b41e3b3cfa23a4254fdc8.r2.dev/index.html,1
https://vcd9g.haveplentymusic.com/,1
https://inc-109592.weeblysite.com/,1
https://prepaidgiftbalance.mobi/,1
https://aninedenthttps-f1d3b6.ingress-daribow.ewp.live/wp-content/plugins/pinepart/pages/region.php,1
https://urlz.fr/r2B2,1
http://bt-105272-100863.weeblysite.com/,1
http://bt-108552.weeblysite.com/,1
https://multichainnode.pages.dev/,1
https://ketoevolvelife.shop/,1
https://cuvuh1myqxcbp.pages.dev/,1
http://zhukov.github.io/webogram/,1
https://booking.hotel-78963.eu/apartment/hah3123ah3123haha4.html,1
https://serious-crocodile-zjeihdlo.sandboxcms.com/wea.html,1
http://restaurantecastelinho.com.br/securefile01/wpfile/adobe/doc/ment/index.php/Y2ZyaWFzQHVyYmlzLmNvbS5hdQ==,1
http://www.smartsurvey.co.uk/s/6ZM15D/,1
https://connect2net-fast.shop/hotel/90bd2b96aa08,1
http://pub-dcac3cfc171d415597bbbfe0bd95c4b2.r2.dev/frb2b.html,1
https://sky-101821.weeblysite.com/,1
https://ydkj.lewis-keanu.workers.dev/,1
https://pubg-mobile-uc69246.like-blogs.com/,1
https://cfpagesvless.wyw1018.cloudns.org/,1
https://imgern-ee14.earyllofeprir.workers.dev/,1
https://novonbnet.pratomm.com/pt/33182f2/Sign_in.php,1
https://bt-101089.weeblysite.com/,1
https://bt-100367.weeblysite.com/,1
https://bt-107258.weeblysite.com/,1
https://pushneu.info/,1
https://banca-virtual-personas.glitch.me/,1
https://ourtime.pre-ooauth.workers.dev/,1
http://www.m4vegas.live/wp-admin/Metta/metta/us/,1
http://pub-cc84d40c42374b4eac646e6d25ca9b7e.r2.dev/xaxz.html,1
http://pub-18870b45185741c4afc2cd4880ebe308.r2.dev/final.html,1
https://buxbyte-message.pages.dev/,1
https://krakensslogin.gitbook.io/,1
https://policlinicariovermelho.com.br/,1
https://nopartrading.com/,1
http://novonbnet.pratomm.com/pt/,1
https://metaismasxkxlogiin.gitbook.io/,1
https://req-penal-f-case.surge.sh/apply-form,1
https://clinquant-cobbler-5d9b69.netlify.app/appeal.html/index.html,1
https://review--post--violation.surge.sh/,1
http://fitvoyagecall.com/,1
http://www.krishnainstitute.net/connections/config/settings/secured/cIGZgCEiPgBAAxiKBABBiwAxiIAA8gBAGLAAGCCxAC6ACrB7CAg4QAB/connectxfinitycloud,1
https://hypes112.github.io/mb/,1
https://rzvcne.webwave.dev/,1
https://login-screen-107767.weeblysite.com/,1
http://jhawbexiwesh.weeblysite.com/,1
https://att-107949.weeblysite.com/,1
https://moetamsklogin.gitbook.io/,1
https://att-107757.weeblysite.com/,1
https://att-104532-1021.weeblysite.com/,1
https://help-phantom.gitbook.io/,1
https://juno-106689.weeblysite.com/,1
https://att-101386.weeblysite.com/,1
https://validation-102571.weeblysite.com/,1
https://desktop.tlgr.org/,1
https://att-103632-103822.weeblysite.com/,1
https://bt-108802.weeblysite.com/,1
https://netzero-104250.weeblysite.com/,1
https://att-103033.weeblysite.com/,1
https://metaaskewlogin.gitbook.io/,1
https://netzero-webmail-109979.weeblysite.com/,1
https://bedecked-fuschia-tire.glitch.me/public/rR4RFG6ygtg.htm,1
https://telstra-108595.weeblysite.com/,1
https://telstra-109840.weeblysite.com/,1
https://juno-108647.weeblysite.com/,1
https://att-109668.weeblysite.com/,1
https://bt-109731.weeblysite.com/,1
https://bt-105131.weeblysite.com/,1
https://luxurious-hungry-puck.glitch.me/public/rR4RFG6ygtg.htm,1
https://juno-107222.weeblysite.com/,1
https://bt-109635.weeblysite.com/,1
http://mehtaamcomsignin.gitbook.io/,1
https://btinternet-108911.weeblysite.com/,1
https://bt-102116.weeblysite.com/,1
https://fhhw1u.webwave.dev/,1
https://att-login242.weeblysite.com/,1
https://usupheld-lugni.gitbook.io/,1
https://187926570920791150397988225504976991.hanefra7bikiemta.com/,1
http://grizzled-dorian-zebra.glitch.me/mjuu8uhjk.htm,1
http://talented-bumpy-sunstone.glitch.me/mjuu8uhjk.htm,1
https://att-service-101284.weeblysite.com/,1
